Vorname,Nachname,Position,Tempo,Schuss,Pass,Zweikampf,Reflexe,Stellungsspiel,Stärke,Team_ID,Herkunft
Robin,Krüger,Mittelfeld,63,69,83,82,56,75,71,,TR_AR
Robin,Krüger,Verteidiger,77,69,69,99,58,82,76,,DE
Robin,Krüger,Mittelfeld,77,79,96,64,56,65,73,,RUS_EU
Robin,Krüger,Stürmer,82,91,76,78,53,73,76,,DE
Robin,Krüger,Verteidiger,58,58,60,97,64,95,72,,DE
Robin,Krüger,Stürmer,80,82,77,62,64,83,75,,EN_US
Robin,Krüger,Mittelfeld,63,61,91,66,65,83,72,,DE
Robin,Krüger,Stürmer,85,73,70,64,70,87,75,,SCANDI
Robin,Krüger,Stürmer,87,93,61,62,60,75,73,,SCANDI
Robin,Krüger,Mittelfeld,62,84,95,85,67,67,77,,IT
Robin,Krüger,Stürmer,86,76,68,80,68,89,78,,TR_AR
Robin,Krüger,Mittelfeld,74,83,80,74,51,86,75,,DE
Sebastian,Krüger,Verteidiger,58,68,62,70,56,69,64,,DE
Sebastian,Krüger,Stürmer,99,78,76,61,59,71,74,,DE
Sebastian,Krüger,Torwart,60,53,57,75,78,88,68,,RUS_EU
Sebastian,Krüger,Stürmer,97,88,70,80,63,85,80,,DE
Sebastian,Krüger,Verteidiger,80,63,79,100,69,87,80,,DE
Sebastian,Krüger,Verteidiger,71,55,74,76,54,94,71,,GR
Sebastian,Krüger,Verteidiger,68,54,79,84,64,76,71,,DE
Sebastian,Krüger,Mittelfeld,73,85,70,79,57,81,74,,DE
Sebastian,Krüger,Stürmer,78,88,55,75,52,88,73,,DE
Sebastian,Krüger,Mittelfeld,74,67,86,72,62,83,74,,EN_US
Sebastian,Krüger,Verteidiger,61,54,66,72,66,85,67,,DE
Sebastian,Krüger,Verteidiger,59,59,68,97,61,85,72,,RUS_EU
Sebastian,Krüger,Stürmer,95,86,77,76,51,95,80,,DE
Sebastian,Krüger,Verteidiger,67,53,65,93,50,68,66,,TR_AR
Sebastian,Krüger,Mittelfeld,74,79,71,77,61,79,74,,DE
Sebastian,Krüger,Mittelfeld,64,65,99,60,58,86,72,,DE
Sebastian,Krüger,Mittelfeld,68,71,96,62,50,74,70,,SCANDI
Tim,Krüger,Stürmer,85,88,74,57,51,73,71,,DE
Tim,Krüger,Verteidiger,68,58,57,90,61,73,68,,DE
Tim,Krüger,Verteidiger,63,53,69,76,66,69,66,,ES
Tim,Krüger,Torwart,54,64,71,75,99,92,76,,BENELUX
Tim,Krüger,Torwart,59,53,67,62,93,66,67,,GR
Tim,Krüger,Verteidiger,60,62,63,70,57,83,66,,ES
Tim,Krüger,Verteidiger,59,69,72,83,63,89,72,,GR
Tim,Krüger,Verteidiger,68,64,79,89,67,69,73,,DE
Tobias,Krüger,Stürmer,92,98,62,55,54,78,73,,DE
Tobias,Krüger,Verteidiger,59,58,68,94,64,73,69,,ES
Tobias,Krüger,Stürmer,89,98,71,70,50,75,76,,DE
Tobias,Krüger,Stürmer,96,76,79,60,69,85,78,,TR_AR
Tobias,Krüger,Mittelfeld,81,68,88,72,52,73,72,,DE
Tobias,Krüger,Mittelfeld,73,64,73,82,59,72,70,,DE
Tobias,Krüger,Mittelfeld,85,61,88,73,59,88,76,,TR_AR
Tobias,Krüger,Mittelfeld,76,85,76,62,52,82,72,,DE
Tobias,Krüger,Stürmer,82,73,70,80,55,75,72,,DE
Tobias,Krüger,Verteidiger,68,64,62,91,63,69,70,,DE
Tobias,Krüger,Verteidiger,68,50,76,80,60,81,69,,DE
Ahmed,Kurt,Mittelfeld,67,85,93,85,67,68,78,,GR
Ahmed,Kurt,Verteidiger,73,53,71,86,53,81,70,,DE
Ahmed,Kurt,Mittelfeld,62,85,76,84,54,83,74,,RUS_EU
Ahmed,Kurt,Torwart,67,52,71,56,97,67,68,,DE
Ahmed,Kurt,Stürmer,74,99,73,80,58,83,78,,DE
Ahmed,Kurt,Verteidiger,78,65,80,77,54,68,70,,DE
Ali,Kurt,Verteidiger,76,50,59,87,69,72,69,,DE
Ali,Kurt,Stürmer,84,73,57,65,70,74,70,,DE
Ali,Kurt,Verteidiger,68,67,67,74,58,87,70,,DE
Ali,Kurt,Verteidiger,69,61,80,95,53,79,73,,SCANDI
Ali,Kurt,Mittelfeld,75,72,97,61,61,68,72,,DE
Ali,Kurt,Stürmer,79,98,56,69,50,81,72,,DE
Burak,Kurt,Mittelfeld,66,61,74,75,52,87,69,,DE
Burak,Kurt,Stürmer,76,97,60,71,66,70,73,,DE
Burak,Kurt,Mittelfeld,81,68,87,71,68,73,75,,GR
Burak,Kurt,Verteidiger,65,53,70,81,58,68,66,,SCANDI
Can,Kurt,Mittelfeld,75,62,92,68,52,82,72,,DE
Can,Kurt,Mittelfeld,66,83,85,85,56,79,76,,IT
Can,Kurt,Stürmer,99,95,66,78,59,72,78,,DE
Can,Kurt,Verteidiger,63,56,59,82,60,67,64,,DE
Emre,Kurt,Mittelfeld,84,74,79,76,66,88,78,,IT
Emre,Kurt,Mittelfeld,76,74,72,69,70,70,72,,DE
Emre,Kurt,Torwart,61,65,57,69,85,75,69,,RUS_EU
Emre,Kurt,Mittelfeld,79,71,93,85,61,67,76,,DE
Hassan,Kurt,Stürmer,74,72,79,62,69,74,72,,DE
Hassan,Kurt,Verteidiger,67,61,58,71,55,66,63,,EN_US
Hassan,Kurt,Stürmer,80,96,64,78,67,94,80,,DE
Ibrahim,Kurt,Stürmer,97,89,74,80,59,71,78,,TR_AR
Ibrahim,Kurt,Verteidiger,64,62,79,82,54,95,73,,DE
Ibrahim,Kurt,Verteidiger,67,53,72,87,53,80,69,,SCANDI
Kerem,Kurt,Verteidiger,76,51,61,77,58,89,69,,SCANDI
Kerem,Kurt,Stürmer,70,75,70,64,66,82,71,,TR_AR
Kerem,Kurt,Verteidiger,72,63,63,81,55,73,68,,DE
Kerem,Kurt,Stürmer,99,99,59,58,52,93,77,,DE
Kerem,Kurt,Torwart,58,59,61,69,75,72,66,,DE
Khaled,Kurt,Verteidiger,70,60,71,81,67,66,69,,TR_AR
Khaled,Kurt,Torwart,58,59,55,56,98,71,66,,DE
Khaled,Kurt,Mittelfeld,77,81,93,70,64,89,79,,DE
Khaled,Kurt,Mittelfeld,79,80,80,64,51,74,71,,BENELUX
Mehmet,Kurt,Verteidiger,56,60,65,98,57,76,69,,DE
Mehmet,Kurt,Mittelfeld,76,70,93,67,54,86,74,,DE
Mehmet,Kurt,Stürmer,95,74,67,79,50,86,75,,DE
Mustafa,Kurt,Verteidiger,80,55,58,87,59,91,72,,DE
Mustafa,Kurt,Torwart,61,61,56,63,98,75,69,,DE
Mustafa,Kurt,Verteidiger,63,54,68,90,60,79,69,,DE
Mustafa,Kurt,Verteidiger,58,64,80,74,50,69,66,,IT
Mustafa,Kurt,Mittelfeld,73,83,83,70,55,80,74,,TR_AR
Omar,Kurt,Verteidiger,59,51,73,98,51,68,67,,TR_AR
Omar,Kurt,Mittelfeld,86,76,87,72,69,87,80,,DE
Omar,Kurt,Torwart,70,60,62,63,72,77,67,,DE
Samir,Kurt,Mittelfeld,73,67,93,66,65,84,75,,DE
Samir,Kurt,Verteidiger,60,63,66,100,53,95,73,,BENELUX
Samir,Kurt,Mittelfeld,75,79,92,76,68,78,78,,DE
Yusuf,Kurt,Mittelfeld,78,79,78,79,61,83,76,,TR_AR
Yusuf,Kurt,Verteidiger,71,57,80,75,64,84,72,,SCANDI
Alexei,Kuznetsov,Torwart,64,64,58,67,94,69,69,,DE
Alexei,Kuznetsov,Torwart,70,58,62,64,95,72,70,,SCANDI
Andrei,Kuznetsov,Mittelfeld,88,60,81,65,50,90,72,,DE
Andrei,Kuznetsov,Mittelfeld,84,63,99,68,67,73,76,,TR_AR
Andrei,Kuznetsov,Stürmer,88,76,57,66,70,88,74,,DE
Dmitri,Kuznetsov,Verteidiger,80,56,55,99,60,67,70,,DE
Dmitri,Kuznetsov,Verteidiger,55,57,72,73,60,82,66,,DE
Dmitri,Kuznetsov,Verteidiger,68,51,79,73,53,76,67,,SCANDI
Dmitri,Kuznetsov,Stürmer,70,94,78,66,68,73,75,,IT
Dmitri,Kuznetsov,Verteidiger,80,56,62,98,65,73,72,,DE
Dmitri,Kuznetsov,Torwart,56,54,70,63,86,84,69,,DE
Dmitri,Kuznetsov,Stürmer,98,74,65,72,63,91,77,,TR_AR
Ivan,Kuznetsov,Stürmer,89,83,61,56,69,82,73,,DE
Ivan,Kuznetsov,Verteidiger,75,58,61,76,63,76,68,,GR
Ivan,Kuznetsov,Stürmer,81,100,56,63,68,73,74,,ES
Ivan,Kuznetsov,Torwart,63,53,63,65,98,90,72,,RUS_EU
Ivan,Kuznetsov,Mittelfeld,75,63,80,76,70,85,75,,DE
Ivan,Kuznetsov,Stürmer,86,78,78,77,57,80,76,,GR
Ivan,Kuznetsov,Mittelfeld,66,69,72,63,67,76,69,,TR_AR
Mikhail,Kuznetsov,Mittelfeld,71,77,83,77,60,72,73,,RUS_EU
Mikhail,Kuznetsov,Mittelfeld,83,79,89,77,70,74,79,,DE
Mikhail,Kuznetsov,Verteidiger,78,65,65,99,61,85,76,,IT
Nikolai,Kuznetsov,Mittelfeld,89,69,76,74,68,81,76,,DE
Nikolai,Kuznetsov,Mittelfeld,81,64,72,70,69,70,71,,ES
Nikolai,Kuznetsov,Mittelfeld,65,79,93,84,68,77,78,,DE
Nikolai,Kuznetsov,Stürmer,81,85,66,74,65,90,77,,DE
Nikolai,Kuznetsov,Verteidiger,75,57,65,94,63,78,72,,DE
Nikolai,Kuznetsov,Mittelfeld,60,84,87,80,61,71,74,,SCANDI
Nikolai,Kuznetsov,Mittelfeld,64,75,76,73,58,75,70,,SCANDI
Nikolai,Kuznetsov,Mittelfeld,60,74,75,66,67,90,72,,ES
Nikolai,Kuznetsov,Mittelfeld,73,60,83,83,65,86,75,,DE
Pavel,Kuznetsov,Torwart,64,60,72,60,74,65,66,,DE
Pavel,Kuznetsov,Verteidiger,79,57,78,74,59,74,70,,DE
Pavel,Kuznetsov,Verteidiger,73,53,72,100,51,76,71,,DE
Pavel,Kuznetsov,Mittelfeld,66,77,89,71,64,81,75,,DE
Pavel,Kuznetsov,Stürmer,80,76,68,60,51,76,68,,EN_US
Pavel,Kuznetsov,Torwart,58,58,72,70,95,68,70,,DE
Sergei,Kuznetsov,Mittelfeld,70,80,92,80,52,84,76,,ES
Sergei,Kuznetsov,Stürmer,77,100,73,58,53,91,75,,BENELUX
Viktor,Kuznetsov,Mittelfeld,72,73,79,78,68,81,75,,DE
Viktor,Kuznetsov,Mittelfeld,78,73,73,81,66,75,74,,DE
Viktor,Kuznetsov,Mittelfeld,73,80,97,68,66,65,75,,DE
Viktor,Kuznetsov,Mittelfeld,86,82,71,78,52,82,75,,EN_US
Viktor,Kuznetsov,Stürmer,73,100,70,70,50,77,73,,ES
Viktor,Kuznetsov,Verteidiger,76,56,62,99,62,85,73,,DE
Yuri,Kuznetsov,Stürmer,98,70,72,56,60,72,71,,DE
Yuri,Kuznetsov,Verteidiger,76,53,77,79,64,82,72,,RUS_EU
Yuri,Kuznetsov,Mittelfeld,88,61,94,69,64,82,76,,DE
Yuri,Kuznetsov,Mittelfeld,72,66,86,75,56,72,71,,DE
Yuri,Kuznetsov,Verteidiger,72,65,62,97,65,68,72,,DE
Yuri,Kuznetsov,Mittelfeld,67,63,75,67,62,72,68,,IT
Yuri,Kuznetsov,Stürmer,94,97,57,66,57,78,75,,DE
Anders,Larsen,Mittelfeld,66,77,74,85,64,83,75,,ES
Anders,Larsen,Torwart,64,60,57,75,78,92,71,,DE
Anders,Larsen,Verteidiger,79,62,62,97,55,68,70,,RUS_EU
Anders,Larsen,Verteidiger,67,70,60,73,65,70,68,,BENELUX
Anders,Larsen,Mittelfeld,80,68,97,76,50,81,75,,DE
Anders,Larsen,Mittelfeld,64,65,75,68,51,88,68,,DE
Emil,Larsen,Verteidiger,67,61,60,92,57,84,70,,EN_US
Emil,Larsen,Verteidiger,70,62,56,92,65,85,72,,DE
Emil,Larsen,Mittelfeld,66,68,87,85,65,76,74,,ES
Emil,Larsen,Verteidiger,66,56,73,82,51,93,70,,DE
Emil,Larsen,Mittelfeld,72,68,82,82,55,82,74,,ES
Erik,Larsen,Mittelfeld,74,76,94,60,64,76,74,,DE
Erik,Larsen,Mittelfeld,89,62,76,70,57,66,70,,DE
Erik,Larsen,Mittelfeld,77,61,71,64,68,68,68,,DE
Erik,Larsen,Stürmer,95,87,59,59,53,89,74,,DE
Erik,Larsen,Torwart,65,63,65,68,70,94,71,,GR
Erik,Larsen,Verteidiger,59,64,57,72,57,85,66,,DE
Erik,Larsen,Stürmer,87,95,56,69,65,92,77,,DE
Erik,Larsen,Verteidiger,56,70,59,98,66,68,70,,DE
Erik,Larsen,Stürmer,84,74,62,69,57,86,72,,DE
Erik,Larsen,Mittelfeld,71,85,82,64,51,77,72,,TR_AR
Erik,Larsen,Stürmer,85,88,63,66,64,95,77,,EN_US
Henrik,Larsen,Verteidiger,80,51,79,91,56,91,75,,DE
Henrik,Larsen,Verteidiger,72,52,79,73,52,69,66,,DE
Henrik,Larsen,Verteidiger,69,56,75,75,67,74,69,,TR_AR
Jonas,Larsen,Verteidiger,57,57,75,75,50,71,64,,DE
Jonas,Larsen,Verteidiger,71,57,70,93,66,85,74,,GR
Jonas,Larsen,Verteidiger,68,53,62,91,63,74,68,,ES
Jonas,Larsen,Verteidiger,68,65,65,72,58,73,67,,GR
Jonas,Larsen,Verteidiger,62,59,69,94,57,74,69,,DE
Jonas,Larsen,Verteidiger,80,68,74,85,52,76,72,,DE
Jonas,Larsen,Verteidiger,70,59,67,81,67,77,70,,DE
Jonas,Larsen,Mittelfeld,70,66,86,60,59,85,71,,DE
Jonas,Larsen,Mittelfeld,80,82,95,61,66,84,78,,TR_AR
Lars,Larsen,Verteidiger,73,68,62,98,64,79,74,,EN_US
Lars,Larsen,Verteidiger,65,50,57,98,52,87,68,,TR_AR
Lars,Larsen,Mittelfeld,89,69,95,81,66,80,80,,EN_US
Lars,Larsen,Stürmer,90,76,80,58,52,92,75,,DE
Lars,Larsen,Stürmer,74,86,61,70,69,81,74,,TR_AR
Lars,Larsen,Mittelfeld,85,72,71,70,58,76,72,,TR_AR
Mikkel,Larsen,Verteidiger,58,65,79,75,57,85,70,,GR
Mikkel,Larsen,Torwart,56,57,60,69,82,81,68,,DE
Mikkel,Larsen,Verteidiger,62,61,80,99,57,72,72,,BENELUX
Mikkel,Larsen,Mittelfeld,72,66,98,70,61,84,75,,DE
Nils,Larsen,Verteidiger,64,55,59,96,65,65,67,,DE
Nils,Larsen,Torwart,62,57,62,55,100,71,68,,BENELUX
Nils,Larsen,Mittelfeld,82,74,93,61,70,88,78,,IT
Nils,Larsen,Mittelfeld,83,82,91,74,68,79,80,,DE
Nils,Larsen,Verteidiger,75,55,66,99,50,75,70,,TR_AR
Nils,Larsen,Stürmer,92,100,65,64,57,74,75,,DE
Nils,Larsen,Stürmer,89,97,64,76,66,79,78,,BENELUX
Nils,Larsen,Verteidiger,71,66,75,98,59,92,77,,GR
Nils,Larsen,Verteidiger,77,65,70,85,70,73,73,,DE
Nils,Larsen,Mittelfeld,79,65,73,68,68,79,72,,IT
Ola,Larsen,Verteidiger,78,60,72,99,53,84,74,,GR
Ola,Larsen,Mittelfeld,69,76,70,64,50,75,67,,TR_AR
Ola,Larsen,Verteidiger,62,56,60,100,68,87,72,,TR_AR
Ola,Larsen,Mittelfeld,73,80,75,67,57,76,71,,DE
Ola,Larsen,Mittelfeld,67,80,89,63,64,67,72,,DE
Sven,Larsen,Stürmer,82,70,57,56,65,86,69,,RUS_EU
Sven,Larsen,Stürmer,90,75,63,64,52,73,70,,EN_US
Sven,Larsen,Verteidiger,65,55,78,87,64,66,69,,SCANDI
Sven,Larsen,Mittelfeld,61,73,76,81,70,80,74,,DE
Sven,Larsen,Stürmer,99,98,76,76,61,74,81,,EN_US
Sven,Larsen,Verteidiger,75,64,79,96,62,92,78,,DE
Sven,Larsen,Verteidiger,75,61,80,89,54,95,76,,DE
Sven,Larsen,Verteidiger,67,68,73,79,63,85,72,,DE
Sven,Larsen,Verteidiger,72,67,75,94,66,94,78,,DE
Sven,Larsen,Mittelfeld,62,63,87,63,50,75,67,,DE
Sven,Larsen,Mittelfeld,72,76,85,74,62,79,75,,DE
Alexei,Lebedev,Stürmer,78,87,69,63,66,92,76,,DE
Alexei,Lebedev,Mittelfeld,74,76,99,85,60,67,77,,SCANDI
Alexei,Lebedev,Verteidiger,67,62,75,97,50,72,70,,DE
Alexei,Lebedev,Mittelfeld,82,65,91,76,68,70,75,,DE
Alexei,Lebedev,Verteidiger,63,61,75,81,58,81,70,,SCANDI
Andrei,Lebedev,Mittelfeld,73,67,90,81,50,66,71,,DE
Andrei,Lebedev,Stürmer,70,93,64,60,50,91,71,,GR
Dmitri,Lebedev,Verteidiger,55,67,63,70,54,92,67,,BENELUX
Dmitri,Lebedev,Verteidiger,68,55,62,91,69,70,69,,TR_AR
Dmitri,Lebedev,Verteidiger,55,70,67,90,62,83,71,,DE
Dmitri,Lebedev,Stürmer,99,86,75,78,56,73,78,,RUS_EU
Ivan,Lebedev,Verteidiger,56,52,65,83,65,70,65,,GR
Ivan,Lebedev,Verteidiger,70,51,58,81,60,68,65,,EN_US
Ivan,Lebedev,Verteidiger,58,59,58,98,54,80,68,,RUS_EU
Ivan,Lebedev,Mittelfeld,68,78,80,66,68,76,73,,DE
Mikhail,Lebedev,Verteidiger,69,63,70,86,60,88,73,,BENELUX
Mikhail,Lebedev,Mittelfeld,67,61,70,61,64,75,66,,DE
Mikhail,Lebedev,Verteidiger,78,65,66,77,59,76,70,,DE
Mikhail,Lebedev,Verteidiger,71,53,75,85,69,68,70,,DE
Mikhail,Lebedev,Mittelfeld,76,81,79,63,67,82,75,,DE
Mikhail,Lebedev,Mittelfeld,83,79,71,68,63,87,75,,DE
Mikhail,Lebedev,Torwart,58,64,65,60,92,89,71,,ES
Nikolai,Lebedev,Torwart,51,51,65,62,92,89,68,,GR
Nikolai,Lebedev,Stürmer,79,100,55,77,60,92,77,,DE
Nikolai,Lebedev,Verteidiger,78,65,67,70,53,95,71,,SCANDI
Nikolai,Lebedev,Mittelfeld,66,81,74,75,57,75,71,,DE
Nikolai,Lebedev,Torwart,54,50,74,68,90,81,70,,BENELUX
Nikolai,Lebedev,Mittelfeld,79,78,75,75,52,81,73,,DE
Nikolai,Lebedev,Mittelfeld,89,70,98,82,50,76,78,,DE
Pavel,Lebedev,Stürmer,87,100,63,72,50,89,77,,GR
Pavel,Lebedev,Stürmer,88,81,80,70,64,89,79,,IT
Pavel,Lebedev,Verteidiger,61,61,63,90,61,87,70,,DE
Pavel,Lebedev,Verteidiger,71,66,74,79,51,69,68,,DE
Pavel,Lebedev,Torwart,66,65,61,58,97,78,71,,TR_AR
Sergei,Lebedev,Stürmer,79,83,72,66,55,75,72,,DE
Sergei,Lebedev,Mittelfeld,72,69,82,76,56,76,72,,DE
Sergei,Lebedev,Mittelfeld,84,63,76,74,62,80,73,,BENELUX
Sergei,Lebedev,Verteidiger,67,54,76,85,61,94,73,,EN_US
Viktor,Lebedev,Verteidiger,73,58,78,95,65,84,76,,ES
Viktor,Lebedev,Verteidiger,61,50,80,78,66,70,68,,EN_US
Viktor,Lebedev,Mittelfeld,86,68,77,79,57,68,72,,ES
Yuri,Lebedev,Mittelfeld,82,83,88,70,67,72,77,,BENELUX
Yuri,Lebedev,Torwart,66,61,69,63,98,74,72,,DE
Yuri,Lebedev,Mittelfeld,86,70,91,78,63,69,76,,BENELUX
Yuri,Lebedev,Stürmer,98,73,67,55,69,90,75,,DE
Carlos,Lopez,Torwart,68,52,70,56,75,82,67,,DE
Carlos,Lopez,Torwart,54,64,72,64,89,77,70,,DE
Carlos,Lopez,Stürmer,86,71,68,76,56,71,71,,SCANDI
Carlos,Lopez,Mittelfeld,89,84,71,80,51,70,74,,DE
Carlos,Lopez,Verteidiger,70,56,76,91,68,65,71,,DE
Diego,Lopez,Mittelfeld,61,77,73,62,70,81,71,,DE
Diego,Lopez,Mittelfeld,68,74,75,79,70,86,75,,DE
Diego,Lopez,Mittelfeld,83,63,74,76,64,66,71,,DE
Fernando,Lopez,Torwart,68,59,64,64,100,69,71,,EN_US
Fernando,Lopez,Stürmer,95,100,63,69,54,87,78,,DE
Javier,Lopez,Mittelfeld,76,67,95,85,52,81,76,,DE
Javier,Lopez,Mittelfeld,70,80,87,65,59,79,73,,SCANDI
Javier,Lopez,Verteidiger,55,61,62,75,65,71,65,,DE
Javier,Lopez,Verteidiger,56,68,60,76,67,78,68,,DE
Javier,Lopez,Verteidiger,76,63,76,83,63,85,74,,ES
Javier,Lopez,Verteidiger,66,50,63,75,58,77,65,,BENELUX
Jose,Lopez,Mittelfeld,66,64,93,71,57,66,70,,DE
Jose,Lopez,Stürmer,87,94,74,62,65,90,79,,DE
Jose,Lopez,Verteidiger,57,56,70,96,55,88,70,,DE
Jose,Lopez,Verteidiger,66,54,80,72,50,90,69,,DE
Jose,Lopez,Verteidiger,65,60,60,84,59,68,66,,DE
Juan,Lopez,Mittelfeld,88,69,76,67,54,80,72,,RUS_EU
Juan,Lopez,Stürmer,79,96,79,79,50,70,76,,DE
Juan,Lopez,Mittelfeld,67,77,96,85,66,74,78,,TR_AR
Juan,Lopez,Verteidiger,69,68,64,73,58,89,70,,BENELUX
Luis,Lopez,Verteidiger,56,55,62,97,69,75,69,,ES
Luis,Lopez,Mittelfeld,83,64,71,66,51,89,71,,DE
Luis,Lopez,Stürmer,84,85,61,79,68,82,76,,GR
Luis,Lopez,Mittelfeld,66,60,75,71,50,87,68,,RUS_EU
Miguel,Lopez,Stürmer,70,83,67,60,57,92,72,,DE
Miguel,Lopez,Torwart,68,57,71,55,75,74,67,,ES
Miguel,Lopez,Stürmer,75,84,78,74,69,94,79,,DE
Miguel,Lopez,Mittelfeld,67,80,88,69,54,71,72,,DE
Miguel,Lopez,Torwart,58,61,69,62,88,83,70,,RUS_EU
Miguel,Lopez,Mittelfeld,71,60,77,71,50,79,68,,TR_AR
Miguel,Lopez,Stürmer,76,90,66,63,60,93,75,,IT
Miguel,Lopez,Verteidiger,69,68,60,72,59,78,68,,DE
Raul,Lopez,Verteidiger,74,51,60,99,53,81,70,,EN_US
Raul,Lopez,Verteidiger,72,66,70,85,66,90,75,,DE
Raul,Lopez,Stürmer,78,82,73,75,56,92,76,,DE
Raul,Lopez,Mittelfeld,61,72,78,70,57,89,71,,BENELUX
Raul,Lopez,Mittelfeld,89,80,85,73,55,79,77,,DE
Raul,Lopez,Stürmer,83,100,56,56,63,75,72,,DE
Raul,Lopez,Stürmer,97,85,80,68,69,89,81,,SCANDI
Sergio,Lopez,Verteidiger,55,60,75,70,55,71,64,,DE
Sergio,Lopez,Mittelfeld,80,60,98,67,66,85,76,,TR_AR
Sergio,Lopez,Mittelfeld,77,81,94,74,52,82,77,,DE
Sergio,Lopez,Stürmer,94,83,74,75,61,87,79,,DE
Sergio,Lopez,Torwart,59,60,60,56,98,71,67,,DE
Sergio,Lopez,Verteidiger,77,60,64,83,59,72,69,,SCANDI
Sergio,Lopez,Mittelfeld,73,78,86,71,62,80,75,,TR_AR
Sergio,Lopez,Stürmer,73,76,67,72,63,87,73,,DE
Sergio,Lopez,Verteidiger,63,58,59,91,68,71,68,,RUS_EU
Alessandro,Marino,Mittelfeld,74,78,87,79,64,76,76,,DE
Alessandro,Marino,Stürmer,75,79,65,78,55,72,71,,TR_AR
Antonio,Marino,Verteidiger,69,51,78,72,55,86,68,,DE
Antonio,Marino,Mittelfeld,76,74,83,69,62,81,74,,SCANDI
Antonio,Marino,Mittelfeld,83,72,78,78,66,82,76,,ES
Davide,Marino,Mittelfeld,62,79,93,80,70,75,76,,DE
Davide,Marino,Mittelfeld,64,76,78,84,56,67,71,,DE
Davide,Marino,Verteidiger,67,58,68,89,62,94,73,,DE
Davide,Marino,Mittelfeld,74,77,84,77,67,81,77,,DE
Davide,Marino,Verteidiger,64,52,70,97,51,78,69,,DE
Davide,Marino,Mittelfeld,64,67,84,62,56,67,67,,TR_AR
Davide,Marino,Mittelfeld,69,84,84,75,70,75,76,,DE
Davide,Marino,Mittelfeld,66,65,79,81,62,84,73,,DE
Francesco,Marino,Torwart,67,51,69,56,77,81,67,,DE
Francesco,Marino,Verteidiger,55,53,74,87,63,76,68,,DE
Francesco,Marino,Stürmer,85,85,62,56,66,72,71,,DE
Francesco,Marino,Torwart,57,52,62,75,89,77,69,,DE
Giuseppe,Marino,Verteidiger,71,53,57,92,67,92,72,,DE
Giuseppe,Marino,Verteidiger,66,70,78,93,56,85,75,,GR
Giuseppe,Marino,Torwart,64,60,57,67,70,76,66,,ES
Giuseppe,Marino,Verteidiger,58,50,78,71,57,90,67,,SCANDI
Luca,Marino,Stürmer,96,94,78,59,55,82,77,,ES
Luca,Marino,Verteidiger,68,65,71,73,50,95,70,,EN_US
Luca,Marino,Mittelfeld,75,64,73,73,52,84,70,,DE
Luca,Marino,Verteidiger,74,69,77,86,61,95,77,,IT
Luca,Marino,Mittelfeld,87,80,82,84,68,66,78,,TR_AR
Luca,Marino,Mittelfeld,77,67,94,63,54,73,71,,DE
Luca,Marino,Stürmer,96,71,66,77,68,80,76,,ES
Luca,Marino,Mittelfeld,64,82,92,81,59,69,74,,RUS_EU
Marco,Marino,Stürmer,97,93,80,56,59,88,79,,RUS_EU
Marco,Marino,Verteidiger,64,65,69,70,51,93,69,,BENELUX
Marco,Marino,Mittelfeld,71,68,75,69,52,87,70,,DE
Marco,Marino,Mittelfeld,60,65,88,79,51,87,72,,DE
Matteo,Marino,Mittelfeld,64,83,73,68,61,81,72,,IT
Matteo,Marino,Stürmer,100,100,69,61,57,70,76,,IT
Matteo,Marino,Mittelfeld,79,77,81,80,63,83,77,,DE
Matteo,Marino,Verteidiger,68,70,79,90,60,70,73,,SCANDI
Roberto,Marino,Verteidiger,65,63,78,79,68,72,71,,RUS_EU
Roberto,Marino,Mittelfeld,64,66,70,66,58,74,66,,DE
Roberto,Marino,Verteidiger,79,52,76,95,56,71,72,,GR
Roberto,Marino,Mittelfeld,82,60,78,70,65,69,71,,DE
Roberto,Marino,Stürmer,98,82,75,73,56,75,76,,ES
Roberto,Marino,Verteidiger,61,69,70,71,66,88,71,,DE
Roberto,Marino,Stürmer,95,88,77,72,68,76,79,,ES
Roberto,Marino,Verteidiger,75,55,70,77,55,88,70,,GR
Stefano,Marino,Mittelfeld,89,65,89,62,70,66,74,,TR_AR
Stefano,Marino,Mittelfeld,66,83,82,82,52,68,72,,DE
Stefano,Marino,Stürmer,88,92,73,62,60,71,74,,DE
Stefano,Marino,Torwart,61,64,63,56,85,69,66,,DE
Andrew,Martin,Verteidiger,68,56,70,94,56,90,72,,DE
Andrew,Martin,Verteidiger,74,63,71,71,67,69,69,,DE
Andrew,Martin,Mittelfeld,69,65,84,76,64,71,72,,DE
Andrew,Martin,Stürmer,73,91,78,60,70,80,75,,DE
Andrew,Martin,Verteidiger,59,56,59,86,66,67,66,,DE
Carlos,Martin,Mittelfeld,83,82,92,76,51,85,78,,DE
Carlos,Martin,Mittelfeld,81,67,89,79,65,77,76,,TR_AR
Carlos,Martin,Verteidiger,70,63,73,100,69,71,74,,DE
Carlos,Martin,Stürmer,90,91,57,68,64,86,76,,DE
Daniel,Martin,Verteidiger,71,53,60,94,54,71,67,,ES
Daniel,Martin,Verteidiger,79,53,56,89,64,92,72,,DE
Daniel,Martin,Verteidiger,56,56,57,75,61,85,65,,DE
Daniel,Martin,Mittelfeld,89,68,80,79,59,86,77,,DE
Daniel,Martin,Mittelfeld,67,82,71,69,62,72,70,,SCANDI
